customer_id,recency,frequency,monetary,total_orders,total_items,gross_revenue,average_order_value,average_quantity,unique_products,customer_lifetime_days,days_since_first_purchase,average_days_between_orders,max_days_between_orders,cancellation_count,cancellation_rate,cancelled_revenue,country,recent_spend_90d,historical_spend_prior,spend_trend,order_frequency_trend,recent_order_count_90d,recency_acceleration,spending_momentum,product_diversity_ratio,cancellation_revenue_ratio,purchase_frequency_rate,future_orders_90d,future_revenue_90d,churn_label,cluster,segment_name,churn_probability,predicted_future_value,revenue_at_risk
13333,320,3,1015.7399999999999,3,685,1015.7399999999999,338.58,228.33,54,247,567,123.58,201.0,0,0.0,0.0,United Kingdom,0.0,1015.74,0.0,0.0,0,2.5686,0.0,0.0787,0.0,0.0121,0,0.0,1,0,Low-Value / Dormant,0.6275802285058009,151.21970229573492,94.9
13334,99,4,5408.07,4,2777,5408.07,1352.02,694.25,280,461,561,153.99,230.91,1,0.2,6.75,United Kingdom,0.0,5408.07,0.0,0.0,0,0.6388,0.0,0.1008,0.0012,0.0087,1,793.73,0,3,High-Value At Risk,0.29700777566147063,811.3517604918835,240.98
13335,449,0,0.0,0,0,0.0,0.0,0.0,0,0,449,0.0,0.0,1,1.0,955.06,United Kingdom,0.0,0.0,0.0,0.0,0,449.0,0.0,0.0,955.06,0.0,0,0.0,1,2,Active Casuals,0.9523560833513426,34.43524532242799,32.79
13337,455,1,1575.2599999999998,1,980,1575.2599999999998,1575.26,980.0,87,0,455,0.0,0.0,1,0.5,26.71,United Kingdom,0.0,1575.26,0.0,0.0,0,455.0,0.0,0.0887,0.0169,1.0,0,0.0,1,2,Active Casuals,0.8356263641665963,221.5693768595992,185.15
13338,66,4,2445.62,4,1151,2445.62,611.4,287.75,113,545,612,181.95,383.95,6,0.6,222.0,United Kingdom,487.02,1958.6,0.2485,0.2,1,0.3607,0.2485,0.0981,0.0907,0.0073,0,0.0,1,2,Active Casuals,0.7531253984936704,380.93271585709493,286.89
13339,109,1,860.12,1,326,860.12,860.12,326.0,54,0,109,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,860.12,0.0,0.0,0,109.0,0.0,0.1651,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.6306610050343106,195.1189971559558,123.05
13340,14,10,20593.620000000003,10,9014,20593.620000000003,2059.36,901.4,173,549,564,61.09,141.04,0,0.0,0.0,United Kingdom,5551.51,15042.11,0.369,0.3636,4,0.2255,0.369,0.0192,0.0,0.0182,2,1506.94,0,3,High-Value At Risk,0.07969273639760213,3145.0422739552278,250.64
13341,169,1,775.8499999999999,1,301,775.8499999999999,775.85,301.0,42,0,169,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,775.85,0.0,0.0,0,169.0,0.0,0.1391,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.7407517351660101,143.10616317982144,106.01
13342,491,0,0.0,0,0,0.0,0.0,0.0,0,0,491,0.0,0.0,1,1.0,14.1,United Kingdom,0.0,0.0,0.0,0.0,0,491.0,0.0,0.0,14.1,0.0,0,0.0,1,2,Active Casuals,0.9449168283593973,34.43524532242799,32.54
13343,86,1,353.43,1,135,353.43,353.43,135.0,19,0,86,0.0,0.0,1,0.5,49.5,United Kingdom,353.43,0.0,353.43,0.5,1,86.0,353.43,0.1397,0.1397,1.0,0,0.0,1,2,Active Casuals,0.5863327340509675,335.3172054288379,196.61
13344,186,1,1656.1500000000003,1,599,1656.1500000000003,1656.15,599.0,68,0,186,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,1656.15,0.0,0.0,0,186.0,0.0,0.1133,0.0,1.0,2,855.54,0,0,Low-Value / Dormant,0.4610832503044996,428.35650589005775,197.51
13345,196,1,389.5,1,141,389.5,389.5,141.0,20,0,196,0.0,0.0,1,0.5,11.9,United Kingdom,0.0,389.5,0.0,0.0,0,196.0,0.0,0.1408,0.0305,1.0,0,0.0,1,2,Active Casuals,0.7470299261516778,84.05195058611024,62.79
13346,371,6,299.40000000000003,6,180,299.40000000000003,49.9,30.0,4,133,505,26.79,43.04,0,0.0,0.0,United Kingdom,0.0,299.4,0.0,0.0,0,13.3489,0.0,0.0221,0.0,0.0448,0,0.0,1,0,Low-Value / Dormant,0.9122633990960267,48.68277463104114,44.41
13353,297,0,0.0,0,0,0.0,0.0,0.0,0,0,297,0.0,0.0,1,1.0,28.85,United Kingdom,0.0,0.0,0.0,0.0,0,297.0,0.0,0.0,28.85,0.0,0,0.0,1,2,Active Casuals,0.9234426824989549,53.00444197415206,48.95
13355,31,1,674.7,1,314,674.7,674.7,314.0,32,0,31,0.0,0.0,0,0.0,0.0,United Kingdom,674.7,0.0,674.7,0.5,1,31.0,674.7,0.1016,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.4861086884988017,370.16444032516773,179.94
13357,166,5,3805.51,5,2112,3805.51,761.1,422.4,284,369,536,92.49,237.0,0,0.0,0.0,United Kingdom,0.0,3805.51,0.0,0.0,0,1.7755,0.0,0.1344,0.0,0.0135,0,0.0,1,3,High-Value At Risk,0.42474614991298903,590.5555721278861,250.84
13358,177,1,439.03000000000003,1,285,439.03000000000003,439.03,285.0,29,0,177,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,439.03,0.0,0.0,0,177.0,0.0,0.1014,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8063328753788503,89.16241417623294,71.89
13359,312,1,603.75,1,220,603.75,603.75,220.0,33,0,312,0.0,0.0,1,0.5,33.05,United Kingdom,0.0,603.75,0.0,0.0,0,312.0,0.0,0.1493,0.0547,1.0,1,439.56,0,2,Active Casuals,0.6807266521822635,125.89843741134906,85.7
13360,340,4,1553.65,4,942,1553.65,388.41,235.5,58,269,609,89.69,216.93,3,0.4286,89.55,United Kingdom,0.0,1553.65,0.0,0.0,0,3.7492,0.0,0.0615,0.0576,0.0148,0,0.0,1,2,Active Casuals,0.6991553439135731,199.00993102153305,139.14
13361,381,2,1450.5,2,324,1450.5,725.25,162.0,29,145,526,145.3,145.3,0,0.0,0.0,United Kingdom,0.0,1450.5,0.0,0.0,0,2.6043,0.0,0.0892,0.0,0.0137,0,0.0,1,0,Low-Value / Dormant,0.8827374960771247,133.54502559264378,117.89
13362,154,5,3884.8599999999997,5,1826,3884.8599999999997,776.97,365.2,161,179,334,44.93,90.79,2,0.2857,31.25,United Kingdom,0.0,3884.86,0.0,0.0,0,3.3532,0.0,0.0881,0.008,0.0278,2,1509.21,0,2,Active Casuals,0.38059580773827767,597.0052421402204,227.22
13363,318,1,731.3599999999999,1,436,731.3599999999999,731.36,436.0,42,0,318,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,731.36,0.0,0.0,0,318.0,0.0,0.0961,0.0,1.0,2,992.5,0,0,Low-Value / Dormant,0.672620649439043,157.68881004326985,106.06
13365,126,1,700.6,1,404,700.6,700.6,404.0,39,0,126,0.0,0.0,1,0.5,26.9,United Kingdom,0.0,700.6,0.0,0.0,0,126.0,0.0,0.0963,0.0383,1.0,1,1524.77,0,2,Active Casuals,0.6180783158017701,332.39029366001887,205.44
13367,340,1,510.2,1,253,510.2,510.2,253.0,20,0,340,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,510.2,0.0,0.0,0,340.0,0.0,0.0787,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.7939702646083353,103.53535896049159,82.2
13368,165,4,1121.4999999999998,4,606,1121.4999999999998,280.37,151.5,45,166,332,55.66,80.89,1,0.2,35.4,United Kingdom,0.0,1121.5,0.0,0.0,0,2.9123,0.0,0.0741,0.0315,0.024,0,0.0,1,0,Low-Value / Dormant,0.6414399270213473,199.47732508243303,127.95
13369,274,1,308.28,1,149,308.28,308.28,149.0,14,0,274,0.0,0.0,1,0.5,44.53,United Kingdom,0.0,308.28,0.0,0.0,0,274.0,0.0,0.0933,0.144,1.0,0,0.0,1,2,Active Casuals,0.8206656915326052,76.84467616139567,63.06
13370,280,1,754.8700000000001,1,343,754.8700000000001,754.87,343.0,39,0,280,0.0,0.0,1,0.5,33.55,United Kingdom,0.0,754.87,0.0,0.0,0,280.0,0.0,0.1134,0.0444,1.0,0,0.0,1,2,Active Casuals,0.6557045708202445,131.88171421290156,86.48
13371,414,2,2297.6600000000003,2,1019,2297.6600000000003,1148.83,509.5,75,127,541,127.09,127.09,2,0.5,26.2,United Kingdom,0.0,2297.66,0.0,0.0,0,3.2322,0.0,0.0735,0.0114,0.0156,0,0.0,1,2,Active Casuals,0.7507093662429783,248.40095899091318,186.48
13373,67,5,6330.52,5,3556,6330.52,1266.1,711.2,261,574,642,143.75,205.74,0,0.0,0.0,United Kingdom,1067.88,5262.64,0.2029,0.1667,1,0.4629,0.2029,0.0734,0.0,0.0087,1,1256.67,0,3,High-Value At Risk,0.21196924833890007,1531.9773787506035,324.73
13374,323,2,422.80000000000007,2,135,422.80000000000007,211.4,67.5,17,34,358,34.98,34.98,0,0.0,0.0,United Kingdom,0.0,422.8,0.0,0.0,0,8.9766,0.0,0.125,0.0,0.0571,0,0.0,1,0,Low-Value / Dormant,0.7919045444419157,72.0161136063019,57.03
13375,353,1,1013.58,1,682,1013.58,1013.58,682.0,34,0,353,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,1013.58,0.0,0.0,0,353.0,0.0,0.0498,0.0,1.0,1,778.65,0,0,Low-Value / Dormant,0.6112806426034514,214.06569103790181,130.85
13376,8,3,1019.76,3,493,1019.76,339.92,164.33,45,135,143,67.57,104.3,0,0.0,0.0,United Kingdom,249.76,770.0,0.3239,0.25,1,0.1167,0.3239,0.0911,0.0,0.0221,0,0.0,1,0,Low-Value / Dormant,0.2841181232703403,234.84287704916878,66.72
13377,305,2,1552.8799999999999,2,748,1552.8799999999999,776.44,374.0,71,249,554,249.09,249.09,2,0.5,57.45,United Kingdom,0.0,1552.88,0.0,0.0,0,1.2195,0.0,0.0948,0.037,0.008,0,0.0,1,2,Active Casuals,0.641381201683285,252.65961173916727,162.05
13378,331,0,0.0,0,0,0.0,0.0,0.0,0,0,331,0.0,0.0,1,1.0,756.4,United Kingdom,0.0,0.0,0.0,0.0,0,331.0,0.0,0.0,756.4,0.0,0,0.0,1,2,Active Casuals,0.9349784453536346,47.70523583902706,44.6
13379,45,1,136.29,1,166,136.29,136.29,166.0,13,0,45,0.0,0.0,0,0.0,0.0,United Kingdom,136.29,0.0,136.29,0.5,1,45.0,136.29,0.0778,0.0,1.0,2,436.27,0,0,Low-Value / Dormant,0.5581997596921889,134.8572774709212,75.28
13380,341,1,62.4,1,48,62.4,62.4,48.0,3,0,341,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,62.4,0.0,0.0,0,341.0,0.0,0.0612,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.9031364907274957,47.67000339188863,43.05
13381,22,10,7046.39,10,4347,7046.39,704.64,434.7,148,624,647,69.44,96.96,2,0.1667,26.85,United Kingdom,1389.98,5656.41,0.2457,0.1818,2,0.3123,0.2457,0.034,0.0038,0.016,2,1177.98,0,3,High-Value At Risk,0.08684543074133233,1334.9464842316147,115.93
13382,189,5,1387.58,5,863,1387.58,277.52,172.6,74,451,640,112.75,189.95,0,0.0,0.0,United Kingdom,0.0,1387.58,0.0,0.0,0,1.6615,0.0,0.0856,0.0,0.0111,0,0.0,1,0,Low-Value / Dormant,0.49059155453239384,234.67104951719267,115.13
13383,452,1,305.28000000000003,1,288,305.28000000000003,305.28,288.0,1,0,452,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,305.28,0.0,0.0,0,452.0,0.0,0.0035,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8908328491508886,52.47440919665939,46.75
13384,37,6,4284.74,6,2782,4284.74,714.12,463.67,149,371,409,74.38,211.98,4,0.4,45.74,United Kingdom,1755.84,2528.9,0.694,0.2857,2,0.4909,0.694,0.0535,0.0107,0.0161,5,2396.09,0,2,Active Casuals,0.20090608352473907,902.3649440152706,181.29
13385,238,1,534.5699999999999,1,281,534.5699999999999,534.57,281.0,35,0,238,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,534.57,0.0,0.0,0,238.0,0.0,0.1241,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.7350194922725989,117.47208238744133,86.34
13386,323,2,835.46,2,514,835.46,417.73,257.0,24,22,346,22.99,22.99,0,0.0,0.0,United Kingdom,0.0,835.46,0.0,0.0,0,13.465,0.0,0.0466,0.0,0.087,0,0.0,1,0,Low-Value / Dormant,0.7191240845911787,128.806267963575,92.63
13387,326,1,186.94,1,123,186.94,186.94,123.0,71,0,326,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,186.94,0.0,0.0,0,326.0,0.0,0.5726,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.7299978807111064,67.79978835676643,49.49
13388,40,3,1185.65,3,701,1185.65,395.22,233.67,68,472,512,236.05,472.11,1,0.25,49.95,United Kingdom,677.1,508.55,1.3288,0.5,2,0.1687,1.3288,0.0969,0.0421,0.0063,0,0.0,1,2,Active Casuals,0.7977694979114717,353.1199965206135,281.71
13389,141,1,257.89,1,115,257.89,257.89,115.0,18,0,141,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,257.89,0.0,0.0,0,141.0,0.0,0.1552,0.0,1.0,2,540.07,0,0,Low-Value / Dormant,0.7591451865545733,94.7206874002759,71.91
13391,112,1,59.8,1,4,59.8,59.8,4.0,1,0,112,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,59.8,0.0,0.0,0,112.0,0.0,0.2,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.7892255036249615,78.19163212745885,61.71
13392,586,1,91.14,1,82,91.14,91.14,82.0,8,0,586,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,91.14,0.0,0.0,0,586.0,0.0,0.0964,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8998552395169803,33.084593948262906,29.77
13393,492,4,1131.45,4,662,1131.45,282.86,165.5,53,148,641,49.55,72.01,2,0.3333,25.6,United Kingdom,0.0,1131.45,0.0,0.0,0,9.7336,0.0,0.0799,0.0226,0.0268,0,0.0,1,2,Active Casuals,0.8479696746721136,130.4647846226129,110.63
13394,24,16,5645.13,16,4437,5645.13,352.82,277.31,221,622,647,41.53,90.12,3,0.1579,90.6,United Kingdom,608.12,5037.01,0.1207,0.1176,2,0.5644,0.1207,0.0498,0.016,0.0257,3,976.57,0,3,High-Value At Risk,0.08976913716412721,855.445214517586,76.79
13395,94,3,1180.23,3,1660,1180.23,393.41,553.33,77,236,330,118.04,215.04,0,0.0,0.0,United Kingdom,0.0,1180.23,0.0,0.0,0,0.7896,0.0,0.0464,0.0,0.0127,0,0.0,1,0,Low-Value / Dormant,0.3584049172090628,289.5010898343654,103.76
13396,228,1,387.27000000000004,1,139,387.27000000000004,387.27,139.0,15,0,228,0.0,0.0,1,0.5,16.35,United Kingdom,0.0,387.27,0.0,0.0,0,228.0,0.0,0.1071,0.0421,1.0,1,973.72,0,2,Active Casuals,0.7770530998705489,81.51700925572271,63.34
13397,19,9,2875.9300000000003,9,1264,2875.9300000000003,319.55,140.44,62,578,597,72.26,139.98,3,0.25,97.76,United Kingdom,247.72,2628.21,0.0942,0.1,1,0.2594,0.0942,0.049,0.034,0.0155,1,315.94,0,2,Active Casuals,0.24282012843012382,535.2807685915524,129.98
13398,101,2,670.34,2,341,670.34,335.17,170.5,37,256,357,256.15,256.15,0,0.0,0.0,United Kingdom,0.0,670.34,0.0,0.0,0,0.3928,0.0,0.1082,0.0,0.0078,0,0.0,1,0,Low-Value / Dormant,0.5488968417219735,157.9805341048446,86.72
13399,373,3,275.4,3,120,275.4,91.8,40.0,10,54,428,27.42,41.15,0,0.0,0.0,United Kingdom,0.0,275.4,0.0,0.0,0,13.1242,0.0,0.0826,0.0,0.0545,0,0.0,1,0,Low-Value / Dormant,0.8929259910358235,42.36574467478947,37.83
13400,491,1,310.83000000000004,1,284,310.83000000000004,310.83,284.0,23,0,491,0.0,0.0,1,0.5,9.9,United Kingdom,0.0,310.83,0.0,0.0,0,491.0,0.0,0.0807,0.0317,1.0,0,0.0,1,2,Active Casuals,0.8672460445642858,48.75773270962156,42.28
13401,533,0,0.0,0,0,0.0,0.0,0.0,0,0,533,0.0,0.0,1,1.0,1834.14,United Kingdom,0.0,0.0,0.0,0.0,0,533.0,0.0,0.0,1834.14,0.0,0,0.0,1,2,Active Casuals,0.9523560833513426,109.39811354130725,104.19
13402,36,4,1226.8500000000001,4,917,1226.8500000000001,306.71,229.25,55,437,473,145.73,244.94,0,0.0,0.0,United Kingdom,312.95,913.9,0.3421,0.2,1,0.2453,0.3421,0.0599,0.0,0.0091,0,0.0,1,0,Low-Value / Dormant,0.48262186905703836,288.88077785741143,139.42
13403,296,2,154.5,2,70,154.5,77.25,35.0,6,335,632,335.93,335.93,0,0.0,0.0,United Kingdom,0.0,154.5,0.0,0.0,0,0.8785,0.0,0.0845,0.0,0.006,1,75.0,0,0,Low-Value / Dormant,0.8303802099496538,49.75953560751448,41.32
13404,121,1,217.81,1,99,217.81,217.81,99.0,9,0,121,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,217.81,0.0,0.0,0,121.0,0.0,0.09,0.0,1.0,1,34.68,0,0,Low-Value / Dormant,0.7013866578368939,96.45528662659423,67.65
13405,113,5,1198.8100000000002,5,853,1198.8100000000002,239.76,170.6,32,520,633,130.02,163.83,3,0.375,17.25,United Kingdom,0.0,1198.81,0.0,0.0,0,0.8624,0.0,0.0375,0.0144,0.0096,1,15.0,0,2,Active Casuals,0.38352205756666996,198.1703749013577,76.0
13406,336,2,568.9200000000001,2,292,568.9200000000001,284.46,146.0,7,204,540,204.3,204.3,1,0.3333,11.7,United Kingdom,0.0,568.92,0.0,0.0,0,1.6366,0.0,0.0239,0.0205,0.0098,0,0.0,1,2,Active Casuals,0.7403161621279915,111.34330385493784,82.43
13407,487,3,2244.7,3,1690,2244.7,748.23,563.33,85,83,570,41.53,62.23,3,0.5,132.81,United Kingdom,0.0,2244.7,0.0,0.0,0,11.4506,0.0,0.0503,0.0591,0.0357,0,0.0,1,2,Active Casuals,0.868117369851949,203.43459040162895,176.61
13408,8,85,39894.422000000006,85,22949,39894.422000000006,469.35,269.99,271,636,644,7.57,28.0,24,0.2202,654.49,United Kingdom,6331.77,33562.65,0.1886,0.1744,15,0.9333,0.1886,0.0118,0.0164,0.1334,21,10280.36,0,3,High-Value At Risk,0.03276082619332293,9457.116007792201,309.82
13409,533,0,0.0,0,0,0.0,0.0,0.0,0,0,533,0.0,0.0,1,1.0,525.65,United Kingdom,0.0,0.0,0.0,0.0,0,533.0,0.0,0.0,525.65,0.0,0,0.0,1,2,Active Casuals,0.9523560833513426,34.161178466939575,32.53
13410,96,7,1743.94,7,1026,1743.94,249.13,146.57,21,544,640,90.68,254.15,2,0.2222,21.15,United Kingdom,0.0,1743.94,0.0,0.0,0,1.0471,0.0,0.0204,0.0121,0.0128,2,458.02,0,2,Active Casuals,0.3321390062393323,335.51389805310725,111.44
13411,16,1,213.55,1,72,213.55,213.55,72.0,17,0,16,0.0,0.0,0,0.0,0.0,United Kingdom,213.55,0.0,213.55,0.5,1,16.0,213.55,0.2329,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.46922038275469086,191.45382526777857,89.83
13412,529,1,487.34999999999997,1,176,487.34999999999997,487.35,176.0,33,0,529,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,487.35,0.0,0.0,0,529.0,0.0,0.1864,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8569535251871576,79.2869548333974,67.95
13413,548,6,429.44,6,455,429.44,71.57,75.83,38,47,596,9.55,37.82,2,0.25,83.64,United Kingdom,0.0,429.44,0.0,0.0,0,51.9199,0.0,0.0833,0.1943,0.125,0,0.0,1,2,Active Casuals,0.9227133879863585,60.231882547757316,55.58
13414,42,6,2494.1400000000003,6,2702,2494.1400000000003,415.69,450.33,48,469,512,93.96,166.8,1,0.1429,11.9,United Kingdom,1000.5,1493.64,0.6694,0.2857,2,0.4423,0.6694,0.0178,0.0048,0.0128,0,0.0,1,0,Low-Value / Dormant,0.5483279833010172,444.68789194258056,243.83
13415,381,4,784.17,4,496,784.17,196.04,124.0,85,255,637,85.3,157.85,1,0.2,118.75,United Kingdom,0.0,784.17,0.0,0.0,0,4.415,0.0,0.171,0.1512,0.0156,0,0.0,1,0,Low-Value / Dormant,0.8272239067475357,119.73318108035755,99.05
13416,645,1,228.3,1,66,228.3,228.3,66.0,7,0,645,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,228.3,0.0,0.0,0,645.0,0.0,0.1045,0.0,1.0,2,712.5,0,0,Low-Value / Dormant,0.89783753592747,56.97621000268611,51.16
13417,114,5,1264.6600000000003,5,442,1264.6600000000003,252.93,88.4,42,464,578,116.04,342.26,1,0.1667,75.6,United Kingdom,0.0,1264.66,0.0,0.0,0,0.974,0.0,0.0948,0.0597,0.0108,1,404.83,0,0,Low-Value / Dormant,0.5890506664057268,173.10300576650633,101.97
13418,7,28,10176.36,28,6604,10176.36,363.44,235.86,306,629,637,23.33,107.02,4,0.125,287.15,United Kingdom,1403.53,8772.83,0.16,0.2069,6,0.2877,0.16,0.0463,0.0282,0.0444,3,1383.3,0,3,High-Value At Risk,0.03804015653815638,1676.5918795342504,63.78
13420,58,2,159.85,2,101,159.85,79.92,50.5,8,20,79,20.88,20.88,2,0.5,19.5,United Kingdom,159.85,0.0,159.85,0.6667,2,2.6503,159.85,0.0784,0.1212,0.0952,0,0.0,1,2,Active Casuals,0.704288573405228,118.23633676014326,83.27
13421,199,7,3050.08,7,1718,3050.08,435.73,245.43,157,373,572,62.17,127.05,3,0.3,14.3,United Kingdom,0.0,3050.08,0.0,0.0,0,3.15,0.0,0.0913,0.0047,0.0187,1,1008.67,0,2,Active Casuals,0.41733901612795304,488.5219537240289,203.88
13423,337,1,217.02999999999997,1,141,217.02999999999997,217.03,141.0,12,0,337,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,217.03,0.0,0.0,0,337.0,0.0,0.0845,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.7839313258325754,63.01903054955118,49.4
13424,358,1,572.77,1,529,572.77,572.77,529.0,40,0,358,0.0,0.0,1,0.5,14.85,United Kingdom,0.0,572.77,0.0,0.0,0,358.0,0.0,0.0755,0.0259,1.0,0,0.0,1,2,Active Casuals,0.6929816664362746,170.01507647411424,117.82
13425,17,5,3390.43,5,2358,3390.43,678.09,471.6,124,471,488,117.78,213.82,3,0.375,27.7,United Kingdom,1222.64,2167.79,0.5637,0.3333,2,0.1431,0.5637,0.0526,0.0082,0.0106,0,0.0,1,2,Active Casuals,0.3535569754131282,543.3485083722194,192.1
13426,91,17,6084.74,17,3822,6084.74,357.93,224.82,127,547,639,34.23,83.75,0,0.0,0.0,United Kingdom,0.0,6084.74,0.0,0.0,0,2.5827,0.0,0.0332,0.0,0.031,5,2082.64,0,3,High-Value At Risk,0.13005015943607265,1231.761855329104,160.19
13427,29,5,888.7900000000001,5,766,888.7900000000001,177.76,153.2,32,601,631,150.49,262.18,0,0.0,0.0,United Kingdom,250.36,638.43,0.3915,0.1667,1,0.1914,0.3915,0.0417,0.0,0.0083,1,117.74,0,0,Low-Value / Dormant,0.4459780569463168,196.96685290756034,87.84
13428,423,2,276.76,2,205,276.76,138.38,102.5,66,0,423,0.01,0.01,0,0.0,0.0,United Kingdom,0.0,276.76,0.0,0.0,0,419.2154,0.0,0.3204,0.0,2.0,1,201.78,0,0,Low-Value / Dormant,0.7177480082130404,46.025896144224674,33.03
13431,315,6,2047.14,6,898,2047.14,341.19,149.67,74,253,568,50.62,89.25,1,0.1429,27.0,United Kingdom,0.0,2047.14,0.0,0.0,0,6.1024,0.0,0.0823,0.0132,0.0236,2,1269.1,0,0,Low-Value / Dormant,0.542947102624096,301.658612510571,163.78
13432,480,2,439.09999999999997,2,217,439.09999999999997,219.55,108.5,98,40,521,40.94,40.94,0,0.0,0.0,United Kingdom,0.0,439.1,0.0,0.0,0,11.4445,0.0,0.4495,0.0,0.0488,0,0.0,1,0,Low-Value / Dormant,0.8330764116238026,54.04047171587036,45.02
13433,410,4,658.3199999999999,4,190,658.3199999999999,164.58,47.5,22,195,605,65.11,98.28,1,0.2,1.45,United Kingdom,0.0,658.32,0.0,0.0,0,6.2018,0.0,0.1152,0.0022,0.0204,0,0.0,1,0,Low-Value / Dormant,0.8666883279930385,91.25186433871202,79.09
13434,5,4,1205.46,4,624,1205.46,301.37,156.0,17,559,564,186.34,288.81,0,0.0,0.0,United Kingdom,72.84,1132.62,0.0643,0.2,1,0.0267,0.0643,0.0272,0.0,0.0071,1,461.4,0,0,Low-Value / Dormant,0.5523909842236991,202.0136118665887,111.59
13435,19,5,1725.56,5,1519,1725.56,345.11,303.8,64,389,409,97.47,187.14,0,0.0,0.0,United Kingdom,644.4,1081.16,0.5955,0.3333,2,0.193,0.5955,0.0421,0.0,0.0128,4,2721.77,0,0,Low-Value / Dormant,0.4269223066005375,709.1614494619191,302.76
13437,8,4,2173.6,4,689,2173.6,543.4,172.25,108,91,99,30.39,40.07,0,0.0,0.0,United Kingdom,732.7,1440.9,0.5081,0.6,3,0.2549,0.5081,0.1565,0.0,0.0435,3,1234.46,0,0,Low-Value / Dormant,0.1343973739435453,649.1402907326799,87.24
13438,456,1,46.5,1,10,46.5,46.5,10.0,1,0,456,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,46.5,0.0,0.0,0,456.0,0.0,0.0909,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.9294879746614361,33.35866080375132,31.01
13439,164,3,986.6099999999999,3,952,986.6099999999999,328.87,317.33,132,270,435,135.49,138.03,0,0.0,0.0,United Kingdom,0.0,986.61,0.0,0.0,0,1.2015,0.0,0.1385,0.0,0.0111,0,0.0,1,0,Low-Value / Dormant,0.4491301259197074,209.45825105989206,94.07
13440,332,7,1295.2500000000002,7,573,1295.2500000000002,185.04,81.86,49,28,360,4.68,20.69,3,0.3,81.3,United Kingdom,0.0,1295.25,0.0,0.0,0,58.401,0.0,0.0854,0.0627,0.2414,0,0.0,1,2,Active Casuals,0.7432805461694475,140.07294912689295,104.11
13441,0,2,720.9,2,520,720.9,360.45,260.0,33,339,340,339.96,339.96,0,0.0,0.0,United Kingdom,296.64,424.26,0.6975,0.3333,1,0.0,0.6975,0.0633,0.0,0.0059,0,0.0,1,0,Low-Value / Dormant,0.6229221406640298,243.24482304626275,151.52
13442,576,3,419.87000000000006,3,115,419.87000000000006,139.96,38.33,33,70,647,35.48,35.92,0,0.0,0.0,United Kingdom,0.0,419.87,0.0,0.0,0,15.7892,0.0,0.2845,0.0,0.0423,0,0.0,1,0,Low-Value / Dormant,0.8763652094054277,47.49007683112363,41.62
13443,357,6,1273.1599999999999,6,805,1273.1599999999999,212.19,134.17,176,228,586,45.79,104.99,1,0.1429,32.45,United Kingdom,0.0,1273.16,0.0,0.0,0,7.6295,0.0,0.2184,0.0255,0.0262,0,0.0,1,0,Low-Value / Dormant,0.6270201346093595,174.0525068982592,109.13
13444,283,2,619.08,2,331,619.08,309.54,165.5,51,131,415,131.94,131.94,0,0.0,0.0,United Kingdom,0.0,619.08,0.0,0.0,0,2.1288,0.0,0.1536,0.0,0.0152,0,0.0,1,0,Low-Value / Dormant,0.5825968071405365,126.58121337690714,73.75
13445,535,1,241.89999999999998,1,198,241.89999999999998,241.9,198.0,7,0,535,0.0,0.0,0,0.0,0.0,United Kingdom,0.0,241.9,0.0,0.0,0,535.0,0.0,0.0352,0.0,1.0,0,0.0,1,0,Low-Value / Dormant,0.8871695733011707,42.443789144762924,37.65
